id;nhogar;miembro;zona;edad;sexo;parentes_4;p5_3;t1;t2;t3;t4_1;t5_1;t5_1a;t6_1;t7;t8;t9;t10;t11_0;t11_1;t12;estado;t12_bis;t11_2;t13_0;t13_0_espe;t13;t14;t15;t18;t18_0;t19;t20_1;t21_1;t22_1;t48a_d;t48b_d;t48c_d;t50d_a;t50d_b;t50d_c;t50d_d;t50d_e;t50d_f;t50d_g;t50d_h;t51_d;t51_e;t23_1_cod;t23_2;t24_1_cod;t27_2;t28;t29;t29a;t30_1;sem_hs;t31_b;t32_b;t33;t34;t35_0;t35;to1;t44;t45;t46;t47;t48;categori;t38;t39;t40_1;t40b;t40_2;tu1;t41_cod_2;t_calocu;t37_cod_2;t37_coda_2;tu3;tu4;tu5;tu6;tu7;mtrab;tu9_1_a;tu9_1_b;tu9_1_c;tu9_1_d;tu13_0;tu13;tu14;tu15;tu16_a;tu16_b;tu16_c;tu16_d;tu16_e;tu17_a;tu17_b;tu17_c;tu17_d;tu17_e;t48a;t48b;tu18;tsd3_0;tsd3;tsd6;tsd4;tsd8;ta1;ta2;ta3;ta4;ta5;ta6;ta8_a;ta8_b;ta8_c;ta8_d;ta8_e;ta8_f;ta8_g;ta8_h;t51_bis;i1;i4;i6_3;i7_0;i7_1;i7_2;i7_3;codioph_neto;ioph_neto_2;codlab;inglab_2;codi3_1x;i3_1x_2;codi3_2x;i3_2x_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;cptso37_cod;tso38;tso39;tso40_1;tso40b;tuso3;tuso4;tuso5;tuso6;tuso7;tuso9_1_a;tuso9_1_b;tuso9_1_c;tuso9_1_d;tso41_cod2;tso44;tso45;tso46;tso47;tso48;tso48a;tso48b;tsdso3;tsdso6;tsdso4;tsdso8;taso1;taso8_a;taso8_b;taso8_c;taso8_d;taso8_e;taso8_f;taso8_g;taso8_h;tso51;e2;nivel_2;tipcob2_2;fexp
610;1;1;2;42;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;41.0;1;0;1;1;12;2;0;1;0;1;2;0;1;2;1;2;0;1;4;5002;2;4000;2;2;8;2;0;0;2;1;5;1;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;900000;1;900000;2;0;2;0;2;0;1;900000;1;1506051;376512.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;129
610;1;2;2;40;2;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56.0;1;0;2;0;20;2;0;1;0;3;2;0;2;2;2;1;0;1;2;30113;3;4807;3;2;1;2;0;0;2;1;1;5;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;200000;1;200000;2;0;2;0;1;346051;1;546051;1;1506051;376512.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;129
610;1;3;2;18;2;3;5;2;2;4;0;0;0;0;0;0;2;2;3;2;0;3;2;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;60000;1;60000;1;1506051;376512.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;129
610;1;4;2;11;2;3;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;1506051;376512.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;129
611;1;1;3;42;1;1;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;70.0;3;0;1;1;16;2;0;3;0;0;0;0;3;2;2;3;0;1;5;80203;3;4807;3;2;1;2;0;0;2;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;1;1;1;1;1;1;1;2;1;1;0;2;2;1;2;0;1;1500000;1;1500000;2;0;2;0;2;0;1;1500000;1;1500000;1500000.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;358
612;1;1;1;42;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;1;0;2;0;19;2;0;3;0;0;0;0;3;2;5;3;0;1;4;43331;1;7000;5;2;2;0;3;1;1;4;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;1;1;1;1;1;1;1;2;1;1;0;2;2;1;2;0;1;1200000;1;1200000;2;0;2;0;2;0;1;1200000;1;1200000;600000.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2;1392
612;1;2;1;46;2;2;1;2;2;4;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;3;1;19;2025;3;0;0;0;0;0;1;1;1;1;1;2;1;2;1;1;7000;2;10333;1;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;1200000;600000.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;5;1392
613;1;1;2;42;2;1;1;2;2;2;0;0;0;0;0;0;2;2;3;3;0;3;1;1;1;16;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;3000000;1000000.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1123
613;1;2;2;44;1;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;45.0;1;0;2;0;16;2;0;3;0;0;0;0;3;2;2;7;0;2;4;80313;3;2100;1;2;1;2;0;0;2;4;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;1;1;1;1;1;2;1;1;1;1;0;2;2;1;2;0;1;3000000;1;3000000;2;0;2;0;2;0;1;3000000;1;3000000;1000000.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1123
613;1;3;2;4;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3000000;1000000.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1123
614;1;1;3;42;1;1;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48.0;1;0;2;0;15;2;0;3;0;0;0;0;3;2;2;2;0;1;4;30313;3;4807;3;2;1;2;0;0;2;4;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;1;1;1;1;2;2;2;2;2;2;1;0;2;2;3;0;0;1;1300000;1;1300000;2;0;2;0;2;0;1;1300000;1;1300000;1300000.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;706
